marker_number	marker_ID	chromosome_BroadS1	position_BroadS1	chromosome_reassembled	position_reassembled	cM	Reassembly_information
1649	chrXIX_814752	19	814752	19	814752	10.1230207	congruent
1650	chrXIX_823786	19	823786	19	823786	10.4756461	congruent
1651	chrXIX_1073471	19	1073471	19	1073471	11.5378961	congruent
1652	chrXIX_1164051	19	1164051	19	1164051	11.8982077	congruent
1653	chrXIX_1221631	19	1221631	19	1221631	12.2584213	congruent
1654	chrXIX_1445874	19	1445874	19	1445874	15.3808749	congruent
1655	chrXIX_1758079	19	1758079	19	1758079	22.6049163	congruent
1656	chrXIX_2221660	19	2221660	19	2221660	27.6887267	congruent
1657	chrXIX_3178508	19	3178508	19	3178508	31.5119538	congruent
1658	chrXIX_3529642	19	3529642	19	3529642	31.5119539	congruent
1659	chrXIX_4572336	19	19492578	19	4572336	31.511954	reversed
1660	chrXIX_4843937	19	19220977	19	4843937	32.0674887	reversed
1661	chrXIX_5508263	19	18556651	19	5508263	33.4389086	reversed
1662	chrXIX_5981465	19	18083449	19	5981465	35.1764581	reversed
1663	chrXIX_7161077	19	16903837	19	7161077	38.6460604	reversed
1664	chrXIX_7694224	19	16370690	19	7694224	39.3526334	reversed
1665	chrXIX_8114437	19	15950477	19	8114437	39.7053511	reversed
1666	chrXIX_8750714	19	15314200	19	8750714	39.7053512	reversed
1667	chrXIX_8977889	19	15087025	19	8977889	41.0358072	reversed
1668	chrXIX_9129235	19	14935679	19	9129235	41.4757768	reversed
1669	chrXIX_9310288	19	14754626	19	9310288	41.8284957	reversed
1670	chrXIX_9408739	19	14656175	19	9408739	41.8284958	reversed
1671	chrXIX_10547319	19	13517595	19	10547319	43.1588166	reversed
1672	chrXIX_11400583	19	12664331	19	11400583	43.5987952	reversed
1673	chrXIX_11649967	19	12414947	19	11649967	43.9514824	reversed
1674	chrXIX_12126925	19	11937989	19	12126925	45.0135687	reversed
1675	chrXIX_12134992	19	11929922	19	12134992	45.3662602	reversed
1676	chrXIX_12853894	19	11211020	19	12853894	45.3662603	reversed
1677	chrXIX_14018828	19	10046086	19	14018828	46.78491	reversed
1678	chrXIX_14373265	19	9691649	19	14373265	47.1375637	reversed
1679	chrXIX_14452929	19	9611985	19	14452929	47.1375656	reversed
1680	chrXIX_14489958	19	9574956	19	14489958	47.1375657	reversed
1681	chrXIX_14497339	19	9567575	19	14497339	47.1375658	reversed
1682	chrXIX_14558385	19	9506529	19	14558385	47.1375659	reversed
1683	chrXIX_14570531	19	9494383	19	14570531	47.137566	reversed
1684	chrXIX_14666345	19	9398569	19	14666345	47.1375661	reversed
1685	chrXIX_14709894	19	9355020	19	14709894	47.1375662	reversed
1686	chrXIX_14769358	19	9295556	19	14769358	47.1375663	reversed
1687	chrXIX_15040856	19	9024058	19	15040856	47.1375664	reversed
1688	chrXIX_15328506	19	8736408	19	15328506	47.1375665	reversed
1689	chrXIX_15597092	19	8467822	19	15597092	47.4902762	reversed
1690	chrXIX_15755470	19	8309444	19	15755470	47.8429948	reversed
1691	chrXIX_15761984	19	8302930	19	15761984	47.8429949	reversed
1692	chrXIX_15792807	19	8272107	19	15792807	47.842995	reversed
1693	chrXIX_15803441	19	8261473	19	15803441	47.8429951	reversed
1694	chrXIX_15840782	19	8224132	19	15840782	47.8429952	reversed
1695	chrXIX_16086844	19	7978070	19	16086844	48.3128014	reversed
1696	chrXIX_16364883	19	7700031	19	16364883	49.2570103	reversed
1697	chrXIX_16379761	19	7685153	19	16379761	49.2570104	reversed
1698	chrXIX_16504507	19	7560407	19	16504507	49.6097555	reversed
1699	chrXIX_16525416	19	7539498	19	16525416	49.6097556	reversed
1700	chrXIX_17360098	19	6704816	19	17360098	53.2002099	reversed
1701	chrXIX_17423241	19	6641673	19	17423241	53.20021	reversed
1702	chrXIX_17637656	19	6427258	19	17637656	54.2620572	reversed
1703	chrXIX_17745407	19	6319507	19	17745407	55.4765999	reversed
1704	chrXIX_17852310	19	6212604	19	17852310	56.6911406	reversed
1705	chrXIX_17879638	19	6185276	19	17879638	57.093694	reversed
1706	chrXIX_18067527	19	5997387	19	18067527	58.1556138	reversed
1707	chrXIX_18082694	19	5982220	19	18082694	58.5081866	reversed
1708	chrXIX_18592831	19	5472083	19	18592831	61.0055095	reversed
1709	chrXIX_18941476	19	5123438	19	18941476	64.965807	reversed
1710	chrXIX_19150794	19	4914120	19	19150794	66.0281165	reversed
1711	chrXIX_19204209	19	4860705	19	19204209	66.3808612	reversed
1712	chrXIX_19231394	19	4833520	19	19231394	66.3808613	reversed
1713	chrXIX_20214685	19	3850229	19	20214685	66.7286582	reversed
1714	chrXX_288956	Un	27983654	20	288956	0	injected,normalSense
1715	chrXX_1214474	20	17875292	20	1214474	7.2464775	reversed,shifted
1716	chrXX_1274469	20	17815297	20	1274469	8.5623312	reversed,shifted
1717	chrXX_1428185	20	17661581	20	1428185	8.9011697	reversed,shifted
1718	chrXX_1433192	20	17656574	20	1433192	9.1662916	reversed,shifted
1719	chrXX_1557160	20	17532606	20	1557160	9.6984905	reversed,shifted
1720	chrXX_1585460	20	17504306	20	1585460	9.9190191	reversed,shifted
1721	chrXX_1589364	20	17500402	20	1589364	9.9190192	reversed,shifted
1722	chrXX_1709144	20	17380622	20	1709144	10.4640511	reversed,shifted
1723	chrXX_1719357	20	17370409	20	1719357	10.4640512	reversed,shifted
1724	chrXX_1722959	20	17366807	20	1722959	10.4640513	reversed,shifted
1725	chrXX_1772500	20	17317266	20	1772500	11.3743539	reversed,shifted
1726	chrXX_2095497	20	16994269	20	2095497	15.2134512	reversed,shifted
1727	chrXX_2240297	20	16849469	20	2240297	17.078783	reversed,shifted
1728	chrXX_2262245	20	16827521	20	2262245	18.0143245	reversed,shifted
1729	chrXX_2288008	20	16801758	20	2288008	18.7548394	reversed,shifted
1730	chrXX_2692829	20	16396937	20	2692829	22.5167077	reversed,shifted
1731	chrXX_2746523	20	16343243	20	2746523	22.8872999	reversed,shifted
1732	chrXX_2878882	20	16210884	20	2878882	23.5992494	reversed,shifted
1733	chrXX_3040875	20	16048891	20	3040875	24.6295586	reversed,shifted
1734	chrXX_3255160	20	15834606	20	3255160	26.2362679	reversed,shifted
1735	chrXX_3322610	20	15767156	20	3322610	26.4559001	reversed,shifted
1736	chrXX_3341288	20	15748478	20	3341288	26.6333651	reversed,shifted
1737	chrXX_3368390	20	15721376	20	3368390	26.8108333	reversed,shifted
1738	chrXX_3439251	20	15650515	20	3439251	26.8108334	reversed,shifted
1739	chrXX_3499354	20	15590412	20	3499354	27.4050603	reversed,shifted
1740	chrXX_3586515	20	15503251	20	3586515	28.5467932	reversed,shifted
1741	chrXX_3605979	20	15483787	20	3605979	28.5467933	reversed,shifted
1742	chrXX_3679870	20	15409896	20	3679870	28.9480935	reversed,shifted
1743	chrXX_3746520	20	15343246	20	3746520	29.3033338	reversed,shifted
1744	chrXX_3845083	20	15244683	20	3845083	29.8366499	reversed,shifted
1745	chrXX_4405421	20	14684345	20	4405421	31.2656138	reversed,shifted
1746	chrXX_4498881	20	14590885	20	4498881	31.2656139	reversed,shifted
1747	chrXX_4554515	20	14535251	20	4554515	31.6208245	reversed,shifted
1748	chrXX_4640780	20	14448986	20	4640780	31.7982771	reversed,shifted
1749	chrXX_4689276	20	14400490	20	4689276	31.9757398	reversed,shifted
1750	chrXX_4735030	20	14354736	20	4735030	31.9757399	reversed,shifted
1751	chrXX_4786979	20	14302787	20	4786979	31.97574	reversed,shifted
1752	chrXX_5057932	20	14031834	20	5057932	32.1531948	reversed,shifted
1753	chrXX_5193471	20	13896295	20	5193471	32.5084552	reversed,shifted
1754	chrXX_5214956	20	13874810	20	5214956	32.5084553	reversed,shifted
1755	chrXX_5265361	20	13824405	20	5265361	32.6859102	reversed,shifted
1756	chrXX_5383296	20	13706470	20	5383296	33.0411706	reversed,shifted
1757	chrXX_5388937	20	13700829	20	5388937	33.0411707	reversed,shifted
1758	chrXX_5606682	20	13483084	20	5606682	33.3964266	reversed,shifted
1759	chrXX_5615535	20	13474231	20	5615535	33.3964267	reversed,shifted
1760	chrXX_5650231	20	13439535	20	5650231	33.3964268	reversed,shifted
1761	chrXX_5680565	20	13409201	20	5680565	33.3964269	reversed,shifted
1762	chrXX_5956606	20	13133160	20	5956606	34.1082827	reversed,shifted
1763	chrXX_6014959	20	13074807	20	6014959	34.1082828	reversed,shifted
1764	chrXX_6094875	20	12994891	20	6094875	34.1082829	reversed,shifted
1765	chrXX_6320956	20	12768810	20	6320956	34.108283	reversed,shifted
1766	chrXX_6790257	20	12299509	20	6790257	35.3577343	reversed,shifted
1767	chrXX_6987675	20	12102091	20	6987675	35.3577344	reversed,shifted
1768	chrXX_7143339	20	11946427	20	7143339	35.3577345	reversed,shifted
1769	chrXX_7194138	20	11895628	20	7194138	35.3577346	reversed,shifted
1770	chrXX_7466799	20	11622967	20	7466799	35.3577347	reversed,shifted
1771	chrXX_7625216	20	11464550	20	7625216	35.6240606	reversed,shifted
1772	chrXX_7714310	20	11375456	20	7714310	35.8903628	reversed,shifted
1773	chrXX_8554641	20	10535125	20	8554641	36.7811424	reversed,shifted
1774	chrXX_8572566	20	10517200	20	8572566	36.7811425	reversed,shifted
1775	chrXX_8768976	20	10320790	20	8768976	36.7811426	reversed,shifted
1776	chrXX_11218649	20	7871117	20	11218649	38.3494433	reversed,shifted
1777	chrXX_11292677	20	7797089	20	11292677	38.8215395	reversed,shifted
1778	chrXX_12061183	20	7028583	20	12061183	39.2449333	reversed,shifted
1779	chrXX_12171465	20	6918301	20	12171465	39.4562513	reversed,shifted
1780	chrXX_12185736	20	6904030	20	12185736	39.4562514	reversed,shifted
1781	chrXX_12334518	20	6755248	20	12334518	40.6042828	reversed,shifted
1782	chrXX_12528170	20	6561596	20	12528170	41.0603025	reversed,shifted
1783	chrXX_12535722	20	6554044	20	12535722	41.0603026	reversed,shifted
1784	chrXX_12899484	20	6190282	20	12899484	41.2550431	reversed,shifted
1785	chrXX_13519435	20	5570331	20	13519435	43.028036	reversed,shifted
1786	chrXX_14005600	20	5084166	20	14005600	44.0980081	reversed,shifted
1787	chrXX_14027264	20	5062502	20	14027264	44.3198081	reversed,shifted
1788	chrXX_14617219	20	4472547	20	14617219	46.7075001	reversed,shifted
1789	chrXX_14847133	20	4242633	20	14847133	48.7628269	reversed,shifted
1790	chrXX_15094463	20	3995303	20	15094463	49.6534862	reversed,shifted
1791	chrXX_15099123	20	3990643	20	15099123	49.6534863	reversed,shifted
1792	chrXX_15183341	20	3906425	20	15183341	49.8309513	reversed,shifted
1793	chrXX_15399857	20	3689909	20	15399857	50.0291059	reversed,shifted
1794	chrXX_15457379	20	3632387	20	15457379	50.6173831	reversed,shifted
1795	chrXX_15658454	20	3431312	20	15658454	51.2056816	reversed,shifted
1796	chrXX_15741125	20	3348641	20	15741125	51.5264241	reversed,shifted
1797	chrXX_15997969	20	3091797	20	15997969	52.8013555	reversed,shifted
1798	chrXX_16630865	20	2458901	20	16630865	58.5375367	reversed,shifted
1799	chrXX_16710107	20	2379659	20	16710107	58.7291162	reversed,shifted
1800	chrXX_16747759	20	2342007	20	16747759	58.7291163	reversed,shifted
1801	chrXX_16793708	20	2296058	20	16793708	58.7291164	reversed,shifted
1802	chrXX_16805058	20	2284708	20	16805058	58.7291165	reversed,shifted
1803	chrXX_17540637	20	2125217	20	17540637	61.5671516	reversed,shifted
1804	chrXX_17686649	20	1403117	20	17686649	62.5015014	reversed,shifted
1805	chrXX_17802527	20	1287239	20	17802527	62.5015015	reversed,shifted
1806	chrXX_19225643	20	18920855	20	19225643	63.5681602	shifted
1807	chrXXI_796366	Un	5902627	21	796366	0	injected,normalSense
1808	chrXXI_806745	Un	5913006	21	806745	0.0000001	injected,normalSense
1809	chrXXI_1323100	Un	6429361	21	1323100	0.0000002	injected,normalSense
1810	chrXXI_1444954	Un	6551215	21	1444954	0.0000003	injected,normalSense
1811	chrXXI_1735535	Un	6841796	21	1735535	0.1774428	injected,normalSense
1812	chrXXI_4422480	21	1774067	21	4422480	0.7108028	shifted
1813	chrXXI_4791069	21	2142656	21	4791069	0.7108029	shifted
1814	chrXXI_4955041	21	2306628	21	4955041	0.710803	shifted
1815	chrXXI_4983690	21	2335277	21	4983690	0.7108031	shifted
1816	chrXXI_5012435	21	2364022	21	5012435	0.7108032	shifted
1817	chrXXI_5454813	21	2806400	21	5454813	1.1788152	shifted
1818	chrXXI_5454882	21	2806469	21	5454882	1.1788153	shifted
1819	chrXXI_6412914	21	3764501	21	6412914	1.4503469	shifted
1820	chrXXI_6938568	21	4290155	21	6938568	2.1983739	shifted
1821	chrXXI_7364364	21	4715951	21	7364364	2.4462691	shifted
1822	chrXXI_7775139	21	5126726	21	7775139	2.8440085	shifted
1823	chrXXI_7909415	21	5261002	21	7909415	3.3773886	shifted
1824	chrXXI_8221289	21	5572876	21	8221289	3.3773887	shifted
1825	chrXXI_8263505	21	5615092	21	8263505	3.3773888	shifted
1826	chrXXI_8313174	21	5664761	21	8313174	3.3773889	shifted
1827	chrXXI_8652444	21	6004031	21	8652444	4.3284288	shifted
1828	chrXXI_8661181	21	6012768	21	8661181	4.3284289	shifted
1829	chrXXI_9093784	21	6445371	21	9093784	4.8015896	shifted
1830	chrXXI_9245720	21	6597307	21	9245720	4.8015897	shifted
1831	chrXXI_9428996	21	6780583	21	9428996	4.9790523	shifted
1832	chrXXI_9519386	21	6870973	21	9519386	4.9790524	shifted
1833	chrXXI_9554409	21	6905996	21	9554409	4.9790525	shifted
1834	chrXXI_10307819	21	7659406	21	10307819	7.6312509	shifted
1835	chrXXI_10423168	21	7774755	21	10423168	8.0323375	shifted
1836	chrXXI_10645248	21	7996835	21	10645248	8.3876141	shifted
1837	chrXXI_10660165	21	8011752	21	10660165	8.3876142	shifted
1838	chrXXI_11069823	21	8421410	21	11069823	9.704224	shifted
1839	chrXXI_11380623	21	8732210	21	11380623	11.9028831	shifted
1840	chrXXI_12302182	21	9653769	21	12302182	15.9383727	shifted
1841	chrXXI_12308118	21	9659705	21	12308118	17.7641719	shifted
1842	chrXXI_12339852	21	9691439	21	12339852	18.0541787	shifted
1843	chrXXI_12447217	21	9798804	21	12447217	18.6188371	shifted
1844	chrXXI_12524548	21	9876135	21	12524548	19.14157	shifted
1845	chrXXI_12711899	21	10063486	21	12711899	19.7612686	shifted
1846	chrXXI_12760560	21	10112147	21	12760560	20.2479623	shifted
1847	chrXXI_12818525	21	10170112	21	12818525	20.2479624	shifted
1848	chrXXI_12826075	21	10177662	21	12826075	20.2479625	shifted
1849	chrXXI_12963218	21	10314805	21	12963218	21.7671333	shifted
1850	chrXXI_13045937	21	10397524	21	13045937	23.279628	shifted
1851	chrXXI_13179136	21	10530723	21	13179136	24.8943715	shifted
1852	chrXXI_13275625	21	10627212	21	13275625	26.0432779	shifted
1853	chrXXI_13318197	21	10669784	21	13318197	26.270962	shifted
1854	chrXXI_13516177	21	10867764	21	13516177	28.6531391	shifted
1855	chrXXI_13527749	21	10879336	21	13527749	28.6531392	shifted
1856	chrXXI_13537573	21	10889160	21	13537573	28.6531393	shifted
1857	chrXXI_13599751	21	10951338	21	13599751	28.6531394	shifted
1858	chrXXI_13605494	21	10957081	21	13605494	28.6531395	shifted
1859	chrXXI_13664594	21	11016181	21	13664594	29.3194534	shifted
1860	chrXXI_13787745	21	11139332	21	13787745	30.4342131	shifted
1861	chrXXI_13901762	21	11253349	21	13901762	32.7653359	shifted
1862	chrXXI_14040235	21	11391822	21	14040235	34.9153612	shifted
1863	chrXXI_14271455	21	11623042	21	14271455	36.5989775	shifted
1864	chrXXI_14422709	Un	15799172	21	14422709	37.6305324	injected,normalSense
1865	chrXXI_14535342	Un	15911805	21	14535342	38.4949722	injected,normalSense
1866	chrXXI_14589200	Un	15965663	21	14589200	39.305843	injected,normalSense
1867	chrXXI_14661330	Un	16037793	21	14661330	40.0425367	injected,normalSense
1868	chrXXI_14744433	Un	16120896	21	14744433	40.5457466	injected,normalSense
1869	chrXXI_14750965	Un	16127428	21	14750965	40.90085	injected,normalSense
1870	chrXXI_14773067	Un	16149530	21	14773067	41.1517538	injected,normalSense
1871	chrXXI_14944507	Un	16320970	21	14944507	42.5799957	injected,normalSense
1872	chrXXI_15040669	Un	16417132	21	15040669	42.9301561	injected,normalSense
